"id_analyse","nom_analyse","nom_prenom","nageur_sexe","competition_nom","mois_annee","distance_course","style_nage","round","temps_final","temps_reaction","temps_vol","temps_depart","DISTANCE_FIN_COULEE","LONGUEUR","TEMPS_FIN_COULEE","TEMPS_DE_PASSAGE"
"12914263","50 Dos Series CF 2018 SAINT RAPHAEL",GASTALDELLO Beryl,f,CF 2018 SAINT RAPHAEL,"2018-05","50",Dos,Series,28.01,0.59,0.75,1.3399999999999999,"14.66","0","6.82","28.01"
"12914264","50 Dos Series CF 2018 SAINT RAPHAEL",GHEORGHIU Camille,f,CF 2018 SAINT RAPHAEL,"2018-05","50",Dos,Series,28.76,0.62,0.77,1.3900000000000001,"14.55","0","7.06","28.76"
"12914265","50 Dos Series CF 2018 SAINT RAPHAEL",CINI Mathilde,f,CF 2018 SAINT RAPHAEL,"2018-05","50",Dos,Series,28.29,0.64,0.76,1.4,"15.53","0","7.33","28.29"
"12914266","50 Dos Series CF 2018 SAINT RAPHAEL",TOUILI Lila,f,CF 2018 SAINT RAPHAEL,"2018-05","50",Dos,Series,29.0,0.59,0.71,1.2999999999999998,"11.77","0","6.05","29"
"12914267","50 Dos Series CF 2018 SAINT RAPHAEL",LEFEBVRE Louise,f,CF 2018 SAINT RAPHAEL,"2018-05","50",Dos,Series,29.24,0.67,0.85,1.52,"12.66","0","6.56","29.24"
"12914268","100 Brasse Series CF 2018 SAINT RAPHAEL",DEBERGHES Fanny,f,CF 2018 SAINT RAPHAEL,"2018-05","100",Brasse,Series,68.48,0.73,1.01,1.74,"12.19;59.57","0;50","6.59;38.27","32.05;68.48"
"12914269","100 Brasse Series CF 2018 SAINT RAPHAEL",GALLEGO Solene,f,CF 2018 SAINT RAPHAEL,"2018-05","100",Brasse,Series,69.82,0.61,0.97,1.58,"12.35;60.71","0;50","6.72;40.05","32.91;69.82"
"12914270","100 Brasse Series CF 2018 SAINT RAPHAEL",BASSO-BERT Clara,f,CF 2018 SAINT RAPHAEL,"2018-05","100",Brasse,Series,70.16,0.69,0.91,1.6,"10.01;59.17","0;50","5.6;38.77","32.75;70.16"
"12914271","100 Brasse Series CF 2018 SAINT RAPHAEL",MALLET Camille,f,CF 2018 SAINT RAPHAEL,"2018-05","100",Brasse,Series,70.27,0.66,0.9,1.56,"10.19;58.54","0;50","5.61;39.08","33.52;70.27"
"12914272","100 Nage Libre Series CF 2018 SAINT RAPHAEL",METELLA Mehdy,m,CF 2018 SAINT RAPHAEL,"2018-05","100",Nage Libre,Series,48.42,0.65,1.03,1.6800000000000002,"14.63;61.39","0;50","5.52;28.11","23.47;48.42"
"12914273","100 Nage Libre Series CF 2018 SAINT RAPHAEL",MIGNON Clement,m,CF 2018 SAINT RAPHAEL,"2018-05","100",Nage Libre,Series,49.36,0.62,0.93,1.55,"11.14;57.7","0;50","4.38;26.77","23.9;49.36"
"12914274","100 Nage Libre Series CF 2018 SAINT RAPHAEL",STRAVIUS Jeremy,m,CF 2018 SAINT RAPHAEL,"2018-05","100",Nage Libre,Series,48.88,0.72,1.06,1.78,"15.47;64.58","0;50","5.9;30.31","23.65;48.88"
"12914275","100 Nage Libre Series CF 2018 SAINT RAPHAEL",SAHNOUNE Oussama,m,CF 2018 SAINT RAPHAEL,"2018-05","100",Nage Libre,Series,49.02,0.65,1.0,1.65,"11.27;58.29","0;50","4.47;26.99","23.73;49.02"
"12914276","100 Nage Libre Series CF 2018 SAINT RAPHAEL",GROUSSET Maxime,m,CF 2018 SAINT RAPHAEL,"2018-05","100",Nage Libre,Series,49.57,0.59,0.9,1.49,"12.11;58.59","0;50","4.65;26.71","23.32;49.57"
"12914277","100 Brasse Series CF 2018 SAINT RAPHAEL",DAUBA Camille,f,CF 2018 SAINT RAPHAEL,"2018-05","100",Brasse,Series,71.57,0.73,0.95,1.68,"11.7;59.24","0;50","6.56;40.19","34.14;71.57"
"12914278","100 Nage Libre Series CF 2018 SAINT RAPHAEL",POTHAIN Jordan,m,CF 2018 SAINT RAPHAEL,"2018-05","100",Nage Libre,Series,49.7,0.64,0.92,1.56,"12.18;58.7","0;50","4.87;27.37","23.81;49.7"
"12914279","100 Nage Libre Series CF 2018 SAINT RAPHAEL",RIHOUX Charles,m,CF 2018 SAINT RAPHAEL,"2018-05","100",Nage Libre,Series,49.81,0.65,0.98,1.63,"11.52;57.72","0;50","4.64;26.86","23.87;49.81"
"12914280","200 Papillon Finale CF 2018 SAINT RAPHAEL",COELHO Jordan,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Papillon,Finale,118.52,0.67,0.99,1.6600000000000001,"15.26;60.89;110.53;161.2","0;50;100;150","6.22;32.45;62.52;93.96","26.29;56.5;87.59;118.52"
"12914281","200 Papillon Finale CF 2018 SAINT RAPHAEL",ROCH Nans,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Papillon,Finale,119.45,0.66,0.98,1.6400000000000001,"13.97;63.59;111.93;165.06","0;50;100;150","5.85;34;63.5;97.16","26.25;56.52;88.38;119.45"
"12914282","200 Papillon Finale CF 2018 SAINT RAPHAEL",CACHOT Arthur,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Papillon,Finale,121.01,0.63,0.89,1.52,"13.4;61.86;111.5;159.36","0;50;100;150","5.88;33.84;64.6;94.19","26.79;57.85;88.78;121.01"
"12914283","200 Papillon Finale CF 2018 SAINT RAPHAEL",HENRY Clement,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Papillon,Finale,123.17,0.64,0.98,1.62,"14.9;60.36;109.25;158.86","0;50;100;150","6.23;32.32;62.95;94.84","26.45;57.56;89.47;123.17"
"12914284","200 Papillon Finale CF 2018 SAINT RAPHAEL",MARSAU Matthias,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Papillon,Finale,120.78,0.66,0.95,1.6099999999999999,"12.14;59.07;108.59;158.38","0;50;100;150","5.52;32.01;62.2;93.29","26.89;57.4;88.55;120.78"
"12914285","200 Papillon Finale CF 2018 SAINT RAPHAEL",MARY Thibaut,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Papillon,Finale,121.08,0.6,0.92,1.52,"13.42;57.6;107.78;158.47","0;50;100;150","5.59;30.78;61.41;93.98","26.43;57.19;89.37;121.08"
"12914286","200 Papillon Finale CF 2018 SAINT RAPHAEL",GRANDJEAN Hugo,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Papillon,Finale,122.32,0.61,0.98,1.5899999999999999,"11.75;58.1;108.24;158.26","0;50;100;150","5.21;31.68;63.2;95.16","26.91;58.21;90.19;122.32"
"12914287","200 Papillon Finale CF 2018 SAINT RAPHAEL",BONEL Antonyn,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Papillon,Finale,123.57,0.63,0.92,1.55,"13.08;59.98;109.21;158.74","0;50;100;150","5.67;32.79;63.63;95.58","27.02;58.44;90.52;123.57"
"12914288","200 Papillon Finale CF 2018 SAINT RAPHAEL",MROWINSKI Romain,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Papillon,Finale,124.22,0.6,0.88,1.48,"14.05;58.83;108.14;158.39","0;50;100;150","6.22;32.64;63.98;96.77","27.68;59.31;92.06;124.22"
"12914290","200 Papillon Finale CF 2018 SAINT RAPHAEL",GOUEZEC Corentin,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Papillon,Finale,125.32,0.7,0.97,1.67,"11.16;58;107.85;157.68","0;50;100;150","5.11;33.07;65.02;97.48","28.35;60.22;92.82;125.32"
"12914291","200 Papillon Finale CF 2018 SAINT RAPHAEL",TAYLAN Noyan,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Papillon,Finale,126.41,0.7,1.02,1.72,"12.52;57.53;106.93;157.11","0;50;100;150","5.76;33.23;65.67;97.98","29;61.49;93.77;126.41"
"12914292","200 Nage Libre Series CF 2018 SAINT RAPHAEL",BONNET Charlotte,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Nage Libre,Series,117.17,0.67,0.87,1.54,"11.6;56.55;106.38;157.07","0;50;100;150","5.08;29.51;58.82;89.72","26.76;56.08;86.64;117.17"
"12914293","200 Nage Libre Series CF 2018 SAINT RAPHAEL",WATTEL Marie,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Nage Libre,Series,119.33,0.65,0.99,1.6400000000000001,"11.26;58.07;107.17;157.24","0;50;100;150","4.97;31.09;60.61;91.76","27.54;57.48;88.62;119.33"
"12914294","200 Nage Libre Series CF 2018 SAINT RAPHAEL",FABRE Margaux,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Nage Libre,Series,118.14,0.73,0.97,1.7,"10.35;55.46;104.84;154.8","0;50;100;150","4.83;30.04;59.64;89.75","27.85;57.53;87.82;118.14"
"12914295","200 Nage Libre Series CF 2018 SAINT RAPHAEL",EGOROVA Anna,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Nage Libre,Series,119.91,0.71,0.84,1.5499999999999998,"10.15;56.87;106.08;156.08","0;50;100;150","4.77;31.28;61.3;92.15","28.34;58.46;89.39;119.91"
"12914296","200 Papillon Finale CF 2018 SAINT RAPHAEL",MASMOUDI Melek,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Papillon,Finale,124.72,0.73,1.13,1.8599999999999999,"12.62;59.18;108.71;158.34","0;50;100;150","5.66;33.11;64.63;97.19","28.01;59.65;92.44;124.72"
"12914297","200 Papillon Finale CF 2018 SAINT RAPHAEL",HOUOT Jeremy,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Papillon,Finale,124.22,0.75,1.05,1.8,"11.97;56.97;107.12;156.88","0;50;100;150","5.45;32.05;63.69;95.7","28.16;59.66;91.74;124.22"
"12914298","200 Papillon Finale CF 2018 SAINT RAPHAEL",DULONDEL Louis,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Papillon,Finale,125.44,0.65,0.97,1.62,"13.11;59.43;108.65;158.03","0;50;100;150","5.69;33.72;65.28;97.56","28.09;60.53;92.81;125.44"
"12914299","200 Papillon Finale CF 2018 SAINT RAPHAEL",LONCKE Quentin,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Papillon,Finale,124.28,0.58,0.97,1.5499999999999998,"13.57;61.26;110.7;158.89","0;50;100;150","5.68;33.61;64.43;95.31","27.13;58.23;90.12;124.28"
"129143","100 Papillon Finale CF 2018 SAINT RAPHAEL",VERMOREL Nicolas,m,CF 2018 SAINT RAPHAEL,"2018-05","100",Papillon,Finale,54.53,0.66,1.02,1.6800000000000002,"15.18;61.01","0;50","6.15;31.87","25.64;54.53"
"12914300","200 Nage Libre Finale CF 2018 SAINT RAPHAEL",BOHER Mathilde,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Nage Libre,Finale,124.87,0.8,1.0,1.8,"9.68;57.56;107.53;156.82","0;50;100;150","4.84;32.7;64.34;96.11","29.11;60.71;92.93;124.87"
"12914301","200 Nage Libre Finale CF 2018 SAINT RAPHAEL",PROUFF Faustine,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Nage Libre,Finale,123.83,0.75,1.05,1.8,"12.69;56.62;106.46;156.03","0;50;100;150","6.03;31.6;62.92;94.76","28.73;59.88;92.02;123.83"
"12914302","200 Nage Libre Finale CF 2018 SAINT RAPHAEL",HITA Orlane,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Nage Libre,Finale,125.03,0.59,0.91,1.5,"9.02;55.56;105;155.21","0;50;100;150","4.42;31.62;62.43;94.81","28.9;60.14;92.3;125.03"
"12914303","200 Nage Libre Finale CF 2018 SAINT RAPHAEL",DITIERE Lou,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Nage Libre,Finale,124.17,0.74,0.86,1.6,"9.61;56.2;105.66;155.45","0;50;100;150","4.47;31.37;62.41;94.6","28.65;59.86;92.12;124.17"
"12914304","200 Nage Libre Finale CF 2018 SAINT RAPHAEL",DESBORDES Joana,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Nage Libre,Finale,122.37,0.69,0.89,1.58,"10.34;55.5;105.21;155.77","0;50;100;150","5.06;31.51;62.48;94.16","29.1;60.03;91.47;122.37"
"12914305","200 Nage Libre Finale CF 2018 SAINT RAPHAEL",PINSOLLE Celia,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Nage Libre,Finale,124.61,0.68,0.92,1.6,"10.86;57.62;106.96;156.79","0;50;100;150","5.3;33.12;64.38;96.14","29.45;61.1;93;124.61"
"12914306","200 Nage Libre Finale CF 2018 SAINT RAPHAEL",CABON Lean,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Nage Libre,Finale,123.56,0.67,0.93,1.6,"9.89;56.21;105.46;155.58","0;50;100;150","4.76;32.14;63.59;95.32","29.25;61.16;92.7;123.56"
"12914307","200 Nage Libre Finale CF 2018 SAINT RAPHAEL",KUNTZMANN Marie,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Nage Libre,Finale,123.79,0.68,0.96,1.6400000000000001,"8.34;54.47;104.65;154.41","0;50;100;150","4.25;31.21;62.32;94.02","29.17;60.32;92;123.79"
"12914308","200 Brasse Series CF 2018 SAINT RAPHAEL",DEBERGHES Fanny,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Series,148.02,0.72,1.04,1.76,"12.03;60.14;109.79;159.92","0;50;100;150","6.67;40.27;77.85;116.1","33.47;71.09;109.3;148.02"
"12914309","200 Brasse Series CF 2018 SAINT RAPHAEL",DAUBA Camille,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Series,151.43,0.71,0.94,1.65,"11.53;59.54;109.1;159.44","0;50;100;150","6.57;41.2;78.89;118.19","35.08;72.92;111.87;151.43"
"12914310","200 Brasse Series CF 2018 SAINT RAPHAEL",LESAFFRE Fantine,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Series,148.16,0.75,1.07,1.82,"12.96;59.6;109.41;158.6","0;50;100;150","7.38;40.99;78.55;115.84","34.21;71.96;109.96;148.16"
"12914311","200 Brasse Series CF 2018 SAINT RAPHAEL",PAQUIT Laura,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Series,150.76,0.7,0.97,1.67,"11.14;59.61;108.76;158.71","0;50;100;150","6.29;41.44;79.16;117.86","35.01;73.2;111.98;150.76"
"12914312","200 Brasse Finale CF 2018 SAINT RAPHAEL",DEBERGHES Fanny,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Finale,147.09,0.76,1.08,1.84,"12.19;59.63;109.38;159.32","0;50;100;150","6.58;39.53;76.92;114.83","33.23;70.54;108.65;147.09"
"12914313","200 Brasse Finale CF 2018 SAINT RAPHAEL",LESAFFRE Fantine,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Finale,146.76,0.75,1.08,1.83,"13.06;60.16;109.06;159.22","0;50;100;150","7.19;40.91;77.3;115.16","33.99;71.19;108.96;146.76"
"12914314","200 Brasse Finale CF 2018 SAINT RAPHAEL",DAUBA Camille,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Finale,150.15,0.71,0.96,1.67,"11.67;59.15;109.44;159.24","0;50;100;150","6.52;40.57;78.77;117.42","34.52;72.36;111.13;150.15"
"12914315","200 Brasse Finale CF 2018 SAINT RAPHAEL",BLANCHARD Morgane,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Finale,154.69,0.67,0.91,1.58,"10.3;58.67;108.5;157.93","0;50;100;150","5.75;41.21;80.41;119.71","35.06;74.66;114.14;154.69"
"12914316","200 Brasse Finale CF 2018 SAINT RAPHAEL",DUPONT Zia,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Finale,155.65,0.82,1.06,1.88,"10.55;58.62;108.23;157.7","0;50;100;150","6.05;41.11;81.08;120.82","35.18;75.6;115.49;155.65"
"12914317","200 Brasse Finale CF 2018 SAINT RAPHAEL",DELMAS Justine,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Finale,151.23,0.76,1.0,1.76,"11.86;58.86;107.96;157.99","0;50;100;150","6.92;40.79;79.13;117.58","34.72;73.68;112.28;151.23"
"12914318","200 Brasse Finale CF 2018 SAINT RAPHAEL",KITCHING Carmella,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Finale,152.1,0.74,1.01,1.75,"11.05;59.32;109.05;158.94","0;50;100;150","5.85;39.57;78.14;117.34","33.49;72.08;111.22;152.1"
"12914319","200 Brasse Finale CF 2018 SAINT RAPHAEL",PAQUIT Laura,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Brasse,Finale,150.36,0.74,1.04,1.78,"11.6;59.98;108.88;158.68","0;50;100;150","6.56;41.41;79.08;117.54","34.66;72.98;111.67;150.36"
"12914320","200 Dos Finale CF 2018 SAINT RAPHAEL",MATTENET Emilien,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,125.36,0.63,0.71,1.3399999999999999,"12.39;58.41;107.86;157.54","0;50;100;150","6.42;33.59;65.36;97.47","29.53;61.64;94.11;125.36"
"12914321","200 Dos Finale CF 2018 SAINT RAPHAEL",VARGAS Felipe,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,124.26,0.55,0.72,1.27,"12.68;58.56;108.2;158.15","0;50;100;150","6.18;33.01;64.49;96.24","29.09;60.69;92.5;124.26"
"12914322","200 Dos Finale CF 2018 SAINT RAPHAEL",SALCZER Ladislas,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,123.41,0.62,0.82,1.44,"14.68;59.09;108.81;157.51","0;50;100;150","6.8;32.44;63.46;94.71","28.06;59.19;91.05;123.41"
"12914323","200 Dos Finale CF 2018 SAINT RAPHAEL",RENARD Geoffrey,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,122.58,0.63,0.8,1.4300000000000002,"14.61;60.49;108.83;160.39","0;50;100;150","6.73;33.27;63.17;96.27","28.14;58.8;90.92;122.58"
"12914324","200 Dos Finale CF 2018 SAINT RAPHAEL",BREFUEL Simon,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,126.19,0.68,0.78,1.46,"12.98;60.72;108.9;158.75","0;50;100;150","6.35;34.05;64.2;96.8","28.69;59.74;92.42;126.19"
"12914325","200 Dos Finale CF 2018 SAINT RAPHAEL",LEGER Baptiste,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,123.09,0.61,0.8,1.4100000000000001,"13.42;59.37;108.76;158","0;50;100;150","6.52;33.26;64.34;95.81","28.71;60.19;92.11;123.09"
"12914326","200 Dos Finale CF 2018 SAINT RAPHAEL",ROIGNANT Aymeric,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,125.01,0.67,0.69,1.3599999999999999,"11.63;57.09;106.45;156.05","0;50;100;150","6.07;31.93;63.25;95.83","28.83;60.61;93.18;125.01"
"12914327","200 Dos Finale CF 2018 SAINT RAPHAEL",SECCHI Clement,m,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,124.92,0.51,0.71,1.22,"13.66;60.83;109.16;158.34","0;50;100;150","6.51;34.82;65.77;97.33","29.09;61.39;93.36;124.92"
"12914328","200 Dos Finale CF 2018 SAINT RAPHAEL",SCRIVIN Julia,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,136.99,0.56,0.69,1.25,"14.23;58.98;107.96;157.84","0;50;100;150","7.54;36.81;70.37;105.6","32.11;66.32;101.75;136.99"
"12914329","200 Dos Finale CF 2018 SAINT RAPHAEL",DUHAMEL Cyrielle,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,134.6,0.65,0.73,1.38,"8.72;57.41;105.91;156.33","0;50;100;150","4.87;35.55;68.93;103.48","31.97;65.97;100.42;134.6"
"12914330","200 Dos Finale CF 2018 SAINT RAPHAEL",EGOROVA Valeriya,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,133.12,0.65,0.74,1.3900000000000001,"15.68;62.18;109.21;158.61","0;50;100;150","7.72;37.34;68.94;102.86","30.8;64.03;98.49;133.12"
"12914331","200 Dos Finale CF 2018 SAINT RAPHAEL",GHEORGHIU Camille,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,135.32,0.65,0.77,1.42,"13.35;60.46;108.53;158.88","0;50;100;150","6.95;37.2;70.26;105.89","31.62;65.72;101.31;135.32"
"12914332","200 Dos Finale CF 2018 SAINT RAPHAEL",CINI Mathilde,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,134.05,0.62,0.76,1.38,"16.14;59.22;107.67;157.42","0;50;100;150","7.75;35.22;68.15;102.99","30.65;64.32;99.5;134.05"
"12914333","200 Dos Finale CF 2018 SAINT RAPHAEL",LEFEBVRE Louise,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,134.74,0.72,0.9,1.62,"13.24;59.6;108.52;158.28","0;50;100;150","6.9;36.6;70.13;105.04","31.52;65.75;100.81;134.74"
"12914334","200 Dos Finale CF 2018 SAINT RAPHAEL",BOURSE Claire,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,136.51,0.65,0.79,1.44,"11.61;58.51;107.65;156.57","0;50;100;150","6.37;36.13;69.79;104.25","31.82;65.92;100.9;136.51"
"12914335","200 Dos Finale CF 2018 SAINT RAPHAEL",MAHIEU Pauline,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,141.04,0.71,0.75,1.46,"13.51;57.46;107.47;157.05","0;50;100;150","7.24;35.59;71.11;108.09","31.76;67.33;104.44;141.04"
"12914336","200 Dos Finale CF 2018 SAINT RAPHAEL",FRESSIER Lola,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,140.73,0.6,0.8,1.4,"14.35;58.33;108.06;157.52","0;50;100;150","8.14;37.42;72.29;108.11","32.76;67.84;104.08;140.73"
"12914337","200 Dos Finale CF 2018 SAINT RAPHAEL",COUSSON Clothilde,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,140.13,0.55,0.67,1.2200000000000002,"12.87;58.23;106.99;157.06","0;50;100;150","6.76;36.19;70.76;107.03","31.98;67.23;103.43;140.13"
"12914338","200 Dos Finale CF 2018 SAINT RAPHAEL",RESSENCOURT Lilou,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,137.52,0.71,0.76,1.47,"8.64;56.98;105.63;155.72","0;50;100;150","4.95;35.62;70;105.39","32.2;67.11;102.51;137.52"
"12914339","200 Dos Finale CF 2018 SAINT RAPHAEL",TOUILI Lila,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,138.05,0.58,0.64,1.22,"11.27;57.36;106.56;156.15","0;50;100;150","6.05;35.12;70.39;105.86","31.57;66.99;102.88;138.05"
"12914340","200 Dos Finale CF 2018 SAINT RAPHAEL",MARCHAND Juliette,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,138.61,0.71,0.87,1.58,"14;57.85;107.18;157.19","0;50;100;150","7.81;36.83;71.44;107.1","32.77;67.76;103.56;138.61"
"12914341","200 Dos Finale CF 2018 SAINT RAPHAEL",LEQUIEN Constance,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,139.88,0.72,0.74,1.46,"10.34;56.16;105.54;155.38","0;50;100;150","6.23;36.11;71.04;107.28","33;68.09;104.5;139.88"
"12914342","200 Dos Finale CF 2018 SAINT RAPHAEL",BOTAS Salome,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,143.05,0.55,0.73,1.28,"14.2;58.94;107.52;156.85","0;50;100;150","7.32;36.91;72;108.79","31.91;67.99;105.01;143.05"
"12914343","200 Dos Finale CF 2018 SAINT RAPHAEL",POTHET Lola,f,CF 2018 SAINT RAPHAEL,"2018-05","200",Dos,Finale,141.1,0.64,0.76,1.4,"12.45;58.25;108.16;157.52","0;50;100;150","6.87;36.86;72.89;109.08","32.58;68.64;105.13;141.1"
"12914344","800 Nage Libre Finale CF 2018 SAINT RAPHAEL",AUBRY David,m,CF 2018 SAINT RAPHAEL,"2018-05","800",Nage Libre,Finale,470.09,0.72,0.96,1.68,"11.45;56.67;106.3;156.68;206.76;256.64;306.45;356.39;405.94;456.33;506.11;556.15;606.15;656.18;706.02;755.96","0;50;100;150;200;250;300;350;400;450;500;550;600;650;700;750","5;30.38;60.26;90.07;119.75;149.37;179.01;208.76;238.16;267.97;297.68;327.54;357.18;386.95;416.58;445.25","27.7;57.49;87.31;116.89;146.59;176.26;206.17;235.64;265.42;295.1;324.98;354.53;384.42;413.97;442.81;470.09"
"12914345","800 Nage Libre Finale CF 2018 SAINT RAPHAEL",BOUCHAUT Joris,m,CF 2018 SAINT RAPHAEL,"2018-05","800",Nage Libre,Finale,481.61,0.69,1.05,1.74,"10.43;57.67;107.26;157.54;207.29;256.63;306.33;356.76;406.25;456.36;506.27;556.72;605.96;656.55;706.35;756.28","0;50;100;150;200;250;300;350;400;450;500;550;600;650;700;750","4.65;31.47;61.66;92;121.98;151.65;181.38;211.49;241.25;271.38;301.8;332.51;362.68;393.86;424.9;455.27","28.26;58.43;88.86;118.86;148.96;178.84;208.78;238.66;268.87;299.18;329.73;360.22;391.15;422.23;452.75;481.61"
"12914346","400 4 Nages Finale CF 2018 SAINT RAPHAEL",DELMAS Justine,f,CF 2018 SAINT RAPHAEL,"2018-05","400","4 Nages",Finale,306.21,0.74,0.96,1.7,"9.9;55.83;104.74;155.9;207.42;257.59;304.84;355.22","0;50;100;150;200;250;300;350","5.21;35.8;73.77;113.96;156.69;197.74;239.05;274.16","32.05;70.23;110.92;151.53;192.32;235.7;271.63;306.21"
"12914347","400 4 Nages Finale CF 2018 SAINT RAPHAEL",OUALID GIRARD Sarah,f,CF 2018 SAINT RAPHAEL,"2018-05","400","4 Nages",Finale,302.32,0.68,0.95,1.63,"9.65;57.28;107.22;157.48;207.8;258.36;305.33;355","0;50;100;150;200;250;300;350","5.02;35.42;71.37;109.67;150.76;194.26;236.26;270.6","30.8;66.6;105.64;144.92;188.22;232.63;268.07;302.32"
"12914348","400 4 Nages Finale CF 2018 SAINT RAPHAEL",LEBRE Emma,f,CF 2018 SAINT RAPHAEL,"2018-05","400","4 Nages",Finale,305.55,0.71,0.99,1.7,"8.98;55.41;104.78;155.15;205.87;256.63;304.63;354.56","0;50;100;150;200;250;300;350","4.78;35.52;71.82;111.26;152.38;196.56;238.89;272.89","31.53;68.28;108.58;148.01;191.94;235.85;270.79;305.55"
"12914349","400 4 Nages Finale CF 2018 SAINT RAPHAEL",ANGLADE Raphaelle,f,CF 2018 SAINT RAPHAEL,"2018-05","400","4 Nages",Finale,298.55,0.72,0.85,1.5699999999999998,"11.66;56.95;105.87;156.29;208.13;257.86;305.11;355.55","0;50;100;150;200;250;300;350","5.96;35.42;70.86;110.05;151.52;193.03;233.32;267.75","31.02;66.83;106.83;145.68;187.44;229.88;265.26;298.55"
"12914350","400 4 Nages Finale CF 2018 SAINT RAPHAEL",VEROT Marine,f,CF 2018 SAINT RAPHAEL,"2018-05","400","4 Nages",Finale,299.98,0.67,0.91,1.58,"9.27;56.52;105.71;155.51;207.57;257.69;305.04;355.4","0;50;100;150;200;250;300;350","4.75;35.99;72.04;109.38;149.22;193.16;235.41;269.5","31.66;68.09;106.53;144;187.8;232;266.99;299.98"
"12914351","400 4 Nages Finale CF 2018 SAINT RAPHAEL",CHANAVAT GILLET Alicia,f,CF 2018 SAINT RAPHAEL,"2018-05","400","4 Nages",Finale,306.52,0.76,1.01,1.77,"13.2;56.84;108.54;158.05;208.42;258.65;305.17;355","0;50;100;150;200;250;300;350","6.76;36.21;75.28;114.43;155.53;198.87;238.88;274.16","31.58;69.32;109.84;149.54;192.52;235.61;271.74;306.52"
